what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417092682666
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417092683449
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417092684910
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417092685940
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417092687452
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417092688744
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417092690026
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417092690968
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417092692429
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417092693610
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417092694660
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417092695852
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417092698109
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417092699432
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417092700332
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417092704604
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417092717292
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1417092719764
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1417092719914
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.apex",1417092729938
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1417092734625
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417092735175
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417092736507
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.apex",1417092737887
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1417092740170
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417092745161
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417092748885
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1417092757686
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1417092759636
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1417092762085
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1417092765864
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1417092769128
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417092770963
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417092777014
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1417092779536
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1417092781397
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1417092784772
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1417092786314
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.apex",1417092792151
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.apex",1417092794595
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417092797542
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417092801416
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1417092807124
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1417092809016
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1417092811491
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1417092842382
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1417092844325
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1417092847845
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1417092850246
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417092855348
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417092857221
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1417092866419
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1417092869601
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417092872859
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417092878502
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1417092882149
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417092883631
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417092893945
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417092895978
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417092898149
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417092901658
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417092904381
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.apex",1417092905482
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417092911043
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417092923111
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.apex",1417092925571
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417092926929
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417092931542
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1417092933302
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417092934836
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417092938329
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1417092940214
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417092941354
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417092944081
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1417092946121
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417092949736
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417092953157
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1417092955563
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1417092978385
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1417092981442
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1417092982086
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1417092982706
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1417092983256
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1417092983866
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1417092984386
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1417092984887
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1417092985457
