what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1419241634642
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1419241634642
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1419241634643
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1419241634643
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1419241634644
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1419241634645
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1419241634645
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1419241634645
started,bundle,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.ide",1419241634646
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1419241634647
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1419241634647
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1419241634648
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1419241634648
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1419241634648
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1419241634649
started,bundle,org.eclipse.emf.common,2.7.0.v20120127-1122,"org.eclipse.emf.common",1419241634649
started,bundle,org.eclipse.emf.ecore,2.7.0.v20120127-1122,"org.eclipse.emf.ecore",1419241634650
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20120127-1122,"org.eclipse.emf.ecore.xmi",1419241634650
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1419241634650
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1419241634651
os,sysinfo,,,"win32",1419241634653
arch,sysinfo,,,"x86_64",1419241634653
ws,sysinfo,,,"win32",1419241634653
locale,sysinfo,,,"en_US",1419241634653
processors,sysinfo,,,"2",1419241634653
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1419241634653
java.runtime.version,sysinfo,,,"1.7.0_51-b13",1419241634653
java.specification.name,sysinfo,,,"Java Platform API Specification",1419241634653
java.specification.vendor,sysinfo,,,"Oracle Corporation",1419241634653
java.specification.version,sysinfo,,,"1.7",1419241634653
java.vendor,sysinfo,,,"Oracle Corporation",1419241634653
java.version,sysinfo,,,"1.7.0_51",1419241634653
java.vm.info,sysinfo,,,"mixed mode",1419241634653
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1419241634653
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1419241634653
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1419241634653
java.vm.specification.version,sysinfo,,,"1.7",1419241634653
java.vm.vendor,sysinfo,,,"Oracle Corporation",1419241634653
java.vm.version,sysinfo,,,"24.51-b03",1419241634653
started,bundle,com.salesforce.ide.api,28.0.1.201309101331,"com.salesforce.ide.api",1419241635318
started,bundle,com.salesforce.ide.core.compatibility,28.0.1.201309101331,"com.salesforce.ide.core.compatibility",1419241639231
started,bundle,com.salesforce.ide.core.compatibility.auth.platformdb,28.0.1.201309101331,"com.salesforce.ide.core.compatibility.auth.platformdb",1419241639231
started,bundle,com.salesforce.ide.core,28.0.1.201309101331,"com.salesforce.ide.core",1419241639385
started,bundle,com.salesforce.ide.ui,28.0.1.201309101331,"com.salesforce.ide.ui",1419241639486
started,bundle,com.salesforce.ide.ui.editors.intro,28.0.1.201309101331,"com.salesforce.ide.ui.editors.intro",1419241639491
started,bundle,com.salesforce.ide.upgrade,28.0.1.201309101331,"com.salesforce.ide.upgrade",1419241639499
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1419241639515
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1419241639515
