what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jst.jsf.core,1.3.5.v201105031140,"org.eclipse.jst.jsf.core",1412588298454
started,bundle,org.eclipse.jst.jsf.facelet.ui,1.0.1.v201104032306,"org.eclipse.jst.jsf.facelet.ui",1412588298454
started,bundle,org.eclipse.jst.jsf.ui,1.3.2.v201104251204,"org.eclipse.jst.jsf.ui",1412588298467
started,bundle,org.eclipse.jst.jsf.facelet.core,1.0.100.v201104191527,"org.eclipse.jst.jsf.facelet.core",1412588298482
started,bundle,org.eclipse.wst.dtd.core,1.1.501.v201107252021,"org.eclipse.wst.dtd.core",1412588298501
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1412588299227
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1412588299229
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1412588299243
started,bundle,org.eclipse.jst.j2ee.core,1.2.102.v201202090300,"org.eclipse.jst.j2ee.core",1412588299246
started,bundle,org.eclipse.jem,2.0.501.v201111030500,"org.eclipse.jem",1412588299254
started,bundle,org.eclipse.jst.j2ee,1.1.503.v201202090300,"org.eclipse.jst.j2ee",1412588299280
started,bundle,org.eclipse.jem.workbench,2.0.400.v201104251400,"org.eclipse.jem.workbench",1412588299295
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1412588299531
closed,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.html",1412588323678
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1412588325034
opened,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.html",1412588328236
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.html",1412588328290
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1412588330317
opened,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.apex",1412588339693
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.apex",1412588339840
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1412588707687
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1412588866293
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1412588941780
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1412588942555
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.html",1412588944324
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.apex",1412588945372
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1412588947251
opened,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.apex",1412588950218
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.apex",1412588950340
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.apex",1412588956199
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.apex",1412588983531
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.apex",1412588994789
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.apex",1412589007389
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.apex",1412589061525
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.html",1412589075077
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.apex",1412589088307
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.apex",1412589104371
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1412589143778
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1412589195609
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.apex",1412589277352
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.apex",1412589340805
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1412589390121
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1412589693584
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1412589712694
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1412590431611
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1412590438073
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1412590438794
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1412590450633
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1412590491538
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1412590496842
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1412590498773
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1412590499129
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1412590502773
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1412590518337
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1412590525261
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1412590552432
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1412594111012
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1412594259408
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1412594259427
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1412594266139
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1412594277058
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1412594277802
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1412594277827
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1412594295105
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1412594323824
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1412594354213
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1412594367701
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1412594395285
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1412594411976
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.apex",1412594481513
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1412594498516
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1412594499694
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1412594500292
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1412594516702
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1412594530028
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1412594530044
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.apex",1412594530810
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1412594562460
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1412594582413
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1412594593228
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1412594593980
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.apex",1412594596037
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.apex",1412594601050
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1412594695635
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1412594696262
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1412594726082
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1412594773088
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.html",1412594959353
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.apex",1412594966513
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1412594999583
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1412608445741
opened,view,com.salesforce.ide.ui,28.0.1.201309101331,"com.salesforce.ide.ui.view.debugLog",1412608445909
activated,view,com.salesforce.ide.ui,28.0.1.201309101331,"com.salesforce.ide.ui.view.debugLog",1412608445960
started,bundle,org.eclipse.ui.navigator,3.5.100.I20110524-0800,"org.eclipse.ui.navigator",1412608446051
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1412608447781
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1412608449502
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.apex",1412608449550
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1412608451355
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1412608455936
error,log,,,"ERROR [2014-10-06 20:44:45,665] (ProjectPackageList.java:generateComponents:473) - Filepath-zip mapping is null or empty for package 'Salesforce Connected Apps' [0A3F0000000EXbYKAW] - skipping component generation\r\n",1412608485668
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1412608697121
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1412608726707
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1412609128386
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1412609128531
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1412609130753
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.apex",1412609130817
activated,view,com.salesforce.ide.ui,28.0.1.201309101331,"com.salesforce.ide.ui.view.debugLog",1412609134826
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.apex",1412609137142
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1412609138885
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1412609144837
error,log,,,"ERROR [2014-10-06 20:56:10,167] (ProjectPackageList.java:generateComponents:473) - Filepath-zip mapping is null or empty for package 'Salesforce Connected Apps' [0A3F0000000EXbYKAW] - skipping component generation\r\n",1412609170170
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1412609173976
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1412609177890
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1412609180743
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.apex",1412609180871
closed,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.apex",1412609193558
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.html",1412609195550
closed,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.apex",1412609195550
closed,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.html",1412609197204
activated,view,com.salesforce.ide.ui,28.0.1.201309101331,"com.salesforce.ide.ui.view.debugLog",1412609199728
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1412609252399
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1412609423431
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1412609428202
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1412609429642
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1412609429702
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1412609430104
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1412609430104
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1412609430114
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1412609430114
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1412609430114
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1412609430114
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.105.v201004211805,"org.eclipse.jst.ws.axis2.consumption.core",1412609430114
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.303.v201003110431,"org.eclipse.jst.ws.axis2.ui",1412609430114
stopped,bundle,org.eclipse.jst.ws.axis2.core,1.0.204.v201004211805,"org.eclipse.jst.ws.axis2.core",1412609430114
