what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1412254700931
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1412254729638
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1412254730241
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1412254730674
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1412254730978
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1412254731298
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1412254731666
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1412254760915
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1412254761254
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1412254762227
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1412254764602
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1412254777726
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1412254779430
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1412254784408
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1412254798206
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1412254807957
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1412254813646
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1412254816915
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1412254851825
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1412254852244
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1412254862061
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1412254866581
error,log,,,"ERROR [2014-10-02 18:31:07,138] (AstUtils.java:getOffsetFromRowColumn:231) - Unable to compute offset\r\n",1412254867143
error,log,,,"ERROR [2014-10-02 18:31:07,143] (AstUtils.java:getOffsetFromRowColumn:231) - Unable to compute offset\r\n",1412254867148
error,log,,,"ERROR [2014-10-02 18:31:07,148] (AstUtils.java:getLength:339) - Unable to compute length\r\n",1412254867152
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1412254872014
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1412254875426
error,log,,,"ERROR [2014-10-02 18:31:16,159] (AstUtils.java:getOffsetFromRowColumn:231) - Unable to compute offset\r\n",1412254876164
error,log,,,"ERROR [2014-10-02 18:31:16,164] (AstUtils.java:getOffsetFromRowColumn:231) - Unable to compute offset\r\n",1412254876169
error,log,,,"ERROR [2014-10-02 18:31:16,169] (AstUtils.java:getLength:339) - Unable to compute length\r\n",1412254876173
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1412254880481
error,log,,,"ERROR [2014-10-02 18:31:21,177] (AstUtils.java:getOffsetFromRowColumn:231) - Unable to compute offset\r\n",1412254881182
error,log,,,"ERROR [2014-10-02 18:31:21,182] (AstUtils.java:getOffsetFromRowColumn:231) - Unable to compute offset\r\n",1412254881186
error,log,,,"ERROR [2014-10-02 18:31:21,186] (AstUtils.java:getLength:339) - Unable to compute length\r\n",1412254881191
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1412254898797
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1412254902994
error,log,,,"ERROR [2014-10-02 18:31:43,711] (AstUtils.java:getOffsetFromRowColumn:231) - Unable to compute offset\r\n",1412254903717
error,log,,,"ERROR [2014-10-02 18:31:43,717] (AstUtils.java:getOffsetFromRowColumn:231) - Unable to compute offset\r\n",1412254903723
error,log,,,"ERROR [2014-10-02 18:31:43,723] (AstUtils.java:getLength:339) - Unable to compute length\r\n",1412254903726
error,log,,,"ERROR [2014-10-02 18:31:49,729] (AstUtils.java:getOffsetFromRowColumn:231) - Unable to compute offset\r\n",1412254909734
error,log,,,"ERROR [2014-10-02 18:31:49,734] (AstUtils.java:getOffsetFromRowColumn:231) - Unable to compute offset\r\n",1412254909738
error,log,,,"ERROR [2014-10-02 18:31:49,739] (AstUtils.java:getLength:339) - Unable to compute length\r\n",1412254909743
error,log,,,"ERROR [2014-10-02 18:31:50,746] (AstUtils.java:getOffsetFromRowColumn:231) - Unable to compute offset\r\n",1412254910751
error,log,,,"ERROR [2014-10-02 18:31:50,751] (AstUtils.java:getOffsetFromRowColumn:231) - Unable to compute offset\r\n",1412254910757
error,log,,,"ERROR [2014-10-02 18:31:50,757] (AstUtils.java:getLength:339) - Unable to compute length\r\n",1412254910762
error,log,,,"ERROR [2014-10-02 18:31:56,770] (AstUtils.java:getOffsetFromRowColumn:231) - Unable to compute offset\r\n",1412254916775
